month,visitors,avg_temp_F,min_temp_F,max_temp_F,total_precip_in,avg_wind_mph,avila_adobe,el_pueblo_los_angeles,getty_museum,griffith_observatory,la_brea_tar_pits,los_angeles_attractions,los_angeles_history,los_angeles_museums,mexican_heritage_los_angeles,olvera_street,cultural_experiences_los_angeles,cultural_heritage_los_angeles,family_activities_los_angeles,family_things_to_do_in_downtown_la,free_museums_los_angeles,heritage_tourism_los_angeles,historic_attractions_los_angeles,historic_district_los_angeles,historic_house_los_angeles,historic_house_museum,historic_sites_california,historical_sites_los_angeles,indoor_things_to_do_in_los_angeles,interactive_museums_los_angeles,kid_friendly_museums_los_angeles,life_in_the_1840s,living_history_museum,oldest_building_in_los_angeles,oldest_home_in_los_angeles,oldest_house_los_angeles,oldest_house_in_los_angeles,rainy_day_activities_los_angeles,things_to_do_in_la,things_to_do_in_la_for_2_hours,things_to_do_in_la_for_a_couple_hours,things_to_do_in_la_in_december,things_to_do_in_la_in_february,things_to_do_in_la_in_january,things_to_do_in_la_when_it_rains,things_to_do_in_los_angeles,things_to_do_in_los_angeles_in_winter,things_to_do_in_downtown_la,things_to_do_near_union_station_los_angeles,year_x,month_num_x,quarter,is_winter,is_spring,is_summer,is_fall,holiday_season_x,summer_tourism_season,school_year_month,month_sin,month_cos,year_y,month_num_y,has_federal_holiday,mn_only_holiday,holiday_season_y,summer_season,spring_break,fall_break,winter_break,la_event_season
2014-01,24778,61.11,50.77,73.49,0.02,3.07,0.0,48.0,78.0,55.0,58.0,70.0,91.0,81.0,0.0,59.0,0.0,0.0,64.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,37.0,69.0,0.0,52.0,0.0,38.0,0.0,2014,1,1,1,0,0,0,0,0,1,0.4999999999999999,0.8660254037844387,2014,1,1,0,0,0,0,0,1,0
2014-02,18976,59.58,52.16,68.81,3.41,4.67,0.0,44.0,64.0,47.0,56.0,61.0,82.0,63.0,0.0,65.0,0.0,0.0,67.0,0.0,31.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,59.0,0.0,0.0,54.0,0.0,34.0,0.0,2014,2,1,1,0,0,0,0,0,1,0.8660254037844386,0.5000000000000001,2014,2,0,0,0,0,0,0,0,1
2014-03,25231,61.89,54.77,70.59,0.58,5.45,0.0,56.0,74.0,52.0,65.0,72.0,94.0,66.0,0.0,69.0,0.0,0.0,84.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,31.0,0.0,2014,3,1,0,1,0,0,0,0,1,1.0,6.123233995736766e-17,2014,3,0,0,0,0,1,0,0,1
2014-04,26989,63.13,55.24,72.19,0.2,6.45,0.0,61.0,76.0,78.0,60.0,73.0,97.0,61.0,0.0,80.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,32.0,0.0,2014,4,2,0,1,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,2014,4,0,0,0,0,1,0,0,0
2014-05,36883,68.93,61.22,78.07,0.0,6.61,0.0,71.0,69.0,53.0,59.0,64.0,89.0,50.0,0.0,89.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,44.0,0.0,2014,5,2,0,1,0,0,0,0,1,0.4999999999999999,-0.8660254037844387,2014,5,0,0,0,0,0,0,0,0
2014-06,29487,67.87,62.27,75.75,0.0,6.38,0.0,83.0,68.0,60.0,67.0,77.0,94.0,68.0,0.0,68.0,0.0,0.0,79.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,36.0,0.0,2014,6,2,0,0,1,0,0,1,0,1.2246467991473532e-16,-1.0,2014,6,0,0,0,1,0,0,0,1
2014-07,32378,72.63,66.94,80.95,0.07,6.42,0.0,55.0,79.0,70.0,76.0,100.0,93.0,79.0,0.0,73.0,0.0,0.0,82.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,58.0,0.0,2014,7,3,0,0,1,0,0,1,0,-0.4999999999999997,-0.8660254037844388,2014,7,0,0,0,1,0,0,0,0
2014-08,37680,72.43,66.22,80.96,0.03,6.2,0.0,82.0,71.0,65.0,62.0,84.0,87.0,62.0,0.0,68.0,0.0,0.0,100.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,53.0,0.0,2014,8,3,0,0,1,0,0,1,0,-0.8660254037844384,-0.5000000000000004,2014,8,0,0,0,1,0,0,0,0
2014-09,28473,74.16,67.48,83.14,0.01,5.65,0.0,49.0,51.0,41.0,44.0,62.0,72.0,51.0,0.0,59.0,0.0,100.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,33.0,0.0,2014,9,3,0,0,0,1,0,0,1,-1.0,-1.8369701987210294e-16,2014,9,1,0,0,0,0,0,0,1
2014-10,27995,70.32,62.59,80.19,0.29,4.41,0.0,53.0,45.0,42.0,42.0,51.0,65.0,40.0,0.0,80.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,33.0,0.0,2014,10,4,0,0,0,1,0,0,1,-0.8660254037844386,0.5000000000000001,2014,10,0,1,0,0,0,1,0,0
2014-11,25691,64.73,55.78,75.04,0.61,4.16,0.0,78.0,51.0,40.0,45.0,51.0,62.0,48.0,0.0,71.0,0.0,0.0,66.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,14.0,0.0,0.0,0.0,46.0,0.0,27.0,0.0,2014,11,4,0,0,0,1,1,0,1,-0.5000000000000004,0.8660254037844384,2014,11,0,0,1,0,0,0,0,0
2014-12,18754,58.47,51.23,66.26,3.72,4.17,0.0,0.0,59.0,45.0,44.0,70.0,66.0,43.0,0.0,62.0,0.0,0.0,89.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,36.0,0.0,0.0,0.0,56.0,0.0,37.0,0.0,2014,12,4,1,0,0,0,1,0,1,-2.4492935982947064e-16,1.0,2014,12,0,0,1,0,0,0,1,0
2015-01,20438,59.88,50.93,70.73,1.18,3.06,76.0,36.0,60.0,49.0,50.0,56.0,72.0,83.0,0.0,47.0,0.0,0.0,81.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,48.0,96.0,0.0,52.0,0.0,49.0,0.0,2015,1,1,1,0,0,0,0,0,1,0.4999999999999999,0.8660254037844387,2015,1,1,0,0,0,0,0,1,0
2015-02,15578,61.71,53.47,71.53,0.42,4.37,0.0,43.0,50.0,42.0,48.0,51.0,72.0,54.0,0.0,45.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,84.0,0.0,0.0,44.0,0.0,31.0,0.0,2015,2,1,1,0,0,0,0,0,1,0.8660254037844386,0.5000000000000001,2015,2,0,0,0,0,0,0,0,1
2015-03,21297,65.89,56.94,76.41,0.65,4.98,0.0,56.0,56.0,45.0,45.0,63.0,69.0,53.0,0.0,58.0,0.0,0.0,63.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,42.0,0.0,2015,3,1,0,1,0,0,0,0,1,1.0,6.123233995736766e-17,2015,3,0,0,0,0,1,0,0,1
2015-04,26670,63.79,55.77,72.81,0.18,6.3,0.0,56.0,57.0,45.0,51.0,57.0,74.0,47.0,0.0,64.0,0.0,0.0,69.0,0.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,30.0,0.0,2015,4,2,0,1,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,2015,4,0,0,0,0,1,0,0,0
2015-05,34383,62.26,56.97,69.09,0.37,6.75,0.0,80.0,58.0,46.0,47.0,63.0,83.0,55.0,0.0,68.0,0.0,0.0,83.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,46.0,0.0,2015,5,2,0,1,0,0,0,0,1,0.4999999999999999,-0.8660254037844387,2015,5,0,0,0,0,0,0,0,0
2015-06,30569,68.56,62.68,76.83,0.02,6.39,0.0,74.0,52.0,52.0,59.0,69.0,77.0,70.0,0.0,64.0,0.0,0.0,73.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,46.0,0.0,2015,6,2,0,0,1,0,0,1,0,1.2246467991473532e-16,-1.0,2015,6,0,0,0,1,0,0,0,1
2015-07,41242,71.62,66.35,79.37,0.33,6.57,0.0,72.0,65.0,73.0,76.0,92.0,82.0,76.0,0.0,59.0,0.0,0.0,88.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,68.0,0.0,2015,7,3,0,0,1,0,0,1,0,-0.4999999999999997,-0.8660254037844388,2015,7,0,0,0,1,0,0,0,0
2015-08,30700,74.68,68.55,83.21,0.0,6.03,0.0,43.0,65.0,68.0,64.0,77.0,87.0,57.0,0.0,64.0,0.0,0.0,87.0,0.0,26.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,52.0,0.0,2015,8,3,0,0,1,0,0,1,0,-0.8660254037844384,-0.5000000000000004,2015,8,0,0,0,1,0,0,0,0
2015-09,20967,76.51,69.88,85.12,1.45,5.22,0.0,88.0,49.0,65.0,50.0,58.0,83.0,51.0,0.0,58.0,0.0,0.0,69.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,48.0,0.0,2015,9,3,0,0,0,1,0,0,1,-1.0,-1.8369701987210294e-16,2015,9,0,0,0,0,0,0,0,1
2015-10,29764,74.51,67.08,83.57,0.24,5.2,0.0,53.0,48.0,40.0,46.0,58.0,77.0,40.0,0.0,92.0,0.0,0.0,0.0,0.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,43.0,0.0,2015,10,4,0,0,0,1,0,0,1,-0.8660254037844386,0.5000000000000001,2015,10,0,1,0,0,0,1,0,0
2015-11,24483,62.33,51.46,73.95,0.07,4.76,0.0,45.0,50.0,48.0,55.0,51.0,69.0,52.0,0.0,69.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,21.0,0.0,0.0,0.0,45.0,0.0,34.0,0.0,2015,11,4,0,0,0,1,1,0,1,-0.5000000000000004,0.8660254037844384,2015,11,0,0,1,0,0,0,0,0
2015-12,21426,56.2,47.04,66.23,0.88,4.86,0.0,44.0,61.0,58.0,56.0,65.0,73.0,63.0,0.0,59.0,0.0,0.0,68.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,47.0,40.0,42.0,0.0,57.0,0.0,59.0,0.0,2015,12,4,1,0,0,0,1,0,1,-2.4492935982947064e-16,1.0,2015,12,0,0,1,0,0,0,1,0
2016-01,19659,56.45,48.98,64.58,3.33,4.19,0.0,51.0,60.0,56.0,60.0,53.0,100.0,100.0,0.0,53.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,100.0,0.0,58.0,0.0,66.0,0.0,2016,1,1,1,0,0,0,0,0,1,0.4999999999999999,0.8660254037844387,2016,1,1,0,0,0,0,0,1,0
2016-02,17378,62.94,51.8,75.5,0.66,3.96,0.0,49.0,52.0,48.0,53.0,54.0,75.0,66.0,0.0,55.0,0.0,0.0,85.0,0.0,27.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,81.0,0.0,0.0,52.0,0.0,49.0,0.0,2016,2,1,1,0,0,0,0,0,1,0.8660254037844386,0.5000000000000001,2016,2,0,0,0,0,0,0,0,1
2016-03,20322,60.79,53.53,69.28,1.64,6.35,0.0,66.0,64.0,56.0,58.0,65.0,77.0,67.0,0.0,70.0,0.0,0.0,58.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,60.0,0.0,2016,3,1,0,1,0,0,0,0,1,1.0,6.123233995736766e-17,2016,3,0,0,0,0,1,0,0,1
2016-04,24521,64.05,56.41,72.9,0.29,6.41,59.0,36.0,55.0,52.0,59.0,58.0,80.0,60.0,0.0,70.0,0.0,0.0,68.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,45.0,52.0,0.0,57.0,0.0,2016,4,2,0,1,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,2016,4,0,0,0,0,1,0,0,0
2016-05,31728,62.4,57.76,69.47,0.31,6.5,0.0,69.0,65.0,59.0,55.0,69.0,77.0,58.0,0.0,78.0,0.0,0.0,46.0,0.0,26.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,63.0,0.0,2016,5,2,0,1,0,0,0,0,1,0.4999999999999999,-0.8660254037844387,2016,5,0,0,0,0,0,0,0,0
2016-06,23696,68.8,62.29,77.52,0.0,6.51,0.0,80.0,62.0,61.0,59.0,61.0,81.0,66.0,0.0,66.0,0.0,0.0,80.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,74.0,0.0,2016,6,2,0,0,1,0,0,1,0,1.2246467991473532e-16,-1.0,2016,6,0,0,0,1,0,0,0,1
2016-07,31689,72.6,66.26,81.56,0.0,6.86,61.0,47.0,74.0,80.0,85.0,79.0,82.0,70.0,0.0,73.0,0.0,0.0,54.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,89.0,0.0,2016,7,3,0,0,1,0,0,1,0,-0.4999999999999997,-0.8660254037844388,2016,7,0,0,0,1,0,0,0,0
2016-08,25987,71.75,65.5,80.8,0.0,6.61,0.0,72.0,62.0,66.0,75.0,62.0,68.0,53.0,0.0,61.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,64.0,0.0,2016,8,3,0,0,1,0,0,1,0,-0.8660254037844384,-0.5000000000000004,2016,8,0,0,0,1,0,0,0,0
2016-09,22897,71.56,64.47,80.62,0.0,6.07,0.0,45.0,48.0,50.0,54.0,57.0,75.0,48.0,0.0,66.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,51.0,0.0,2016,9,3,0,0,0,1,0,0,1,-1.0,-1.8369701987210294e-16,2016,9,0,0,0,0,0,0,0,1
2016-10,25040,67.85,60.39,77.3,0.3,5.1,0.0,60.0,46.0,51.0,45.0,68.0,64.0,40.0,0.0,100.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,91.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,54.0,0.0,2016,10,4,0,0,0,1,0,0,1,-0.8660254037844386,0.5000000000000001,2016,10,0,1,0,0,0,1,0,0
2016-11,17760,63.79,54.3,75.12,1.11,4.19,0.0,51.0,48.0,51.0,41.0,45.0,66.0,49.0,0.0,67.0,0.0,0.0,61.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,17.0,0.0,0.0,0.0,52.0,31.0,48.0,0.0,2016,11,4,0,0,0,1,1,0,1,-0.5000000000000004,0.8660254037844384,2016,11,0,0,1,0,0,0,0,0
